date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:33:10	217/217	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Jun%202023%2013:33:44%20GMT	https://app.centrictool.live/v2/FANTOM/bundle.js	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/FANTOM/bundle.js	(from https://app.centrictool.live/v2/FANTOM/index.html)
14:33:11	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:45%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-brands-400.svg	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-brands-400.svg	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:12	217/217	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2019%20Jun%202023%2013:33:46%20GMT	https://app.centrictool.live/v2/FANTOM/121212.js	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/FANTOM/121212.js	(from https://app.centrictool.live/v2/FANTOM/index.html)
14:33:12	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:46%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-regular-400.eot	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-regular-400.eot	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:13	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:47%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-regular-400d41d.eot?	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-regular-400d41dd41d.eot	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:14	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:48%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-regular-400.woff2	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-regular-400.woff2	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:15	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:49%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-regular-400.woff	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-regular-400.woff	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:17	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:51%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-regular-400.ttf	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-regular-400.ttf	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:18	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:52%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-regular-400.svg	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-regular-400.svg	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:18	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:52%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-solid-900.eot	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-solid-900.eot	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:19	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:53%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-solid-900d41d.eot?	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-solid-900d41dd41d.eot	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:21	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:54%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-solid-900.woff2	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-solid-900.woff2	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:21	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:55%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-solid-900.woff	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-solid-900.woff	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:22	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:56%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-solid-900.ttf	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-solid-900.ttf	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:24	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:57%20GMT	https://app.centrictool.live/v2/assets/fonts/fa-solid-900.svg	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/fonts/fa-solid-900.svg	(from https://app.centrictool.live/v2/assets/css/plugins/fontawesome.min.css)
14:33:25	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jun%202023%2013:33:59%20GMT	https://app.centrictool.live/v2/assets/img/drag.png	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/img/drag.png	(from https://app.centrictool.live/v2/assets/css/style.css)
14:33:26	226/226	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22648dc77d-e2%22	https://app.centrictool.live/v2/assets/img/arrow-drop-down.svg	/Users/dee-why/websites/wwwww/app.centrictool.live/v2/assets/img/arrow-drop-down.svg	(from https://app.centrictool.live/v2/assets/css/style.css)
